"Gene Symbol","p-value","FDR","Odd ratio","Number of interactions","microRNA 1","microRNA 2","microRNA 3","microRNA 4"
"DDX3X","0.100","0.222","0.272","2","hsa-miR-215-5p","hsa-miR-503-5p","",""
"DYRK2","0.100","0.222","0.272","2","hsa-miR-24-3p","hsa-miR-5010-3p","",""
"ELAVL1","0.101","0.222","0.106","1","hsa-miR-146a-5p","","",""
"EZR","0.101","0.222","0.106","1","hsa-miR-1180-3p","","",""
"GPR55","0.101","0.222","0.106","1","hsa-miR-24-3p","","",""
"IPO5","0.101","0.222","0.106","1","hsa-miR-5010-3p","","",""
"MALL","0.101","0.222","0.106","1","hsa-miR-24-3p","","",""
"MAOB","0.101","0.222","0.106","1","hsa-miR-5010-3p","","",""
"MAPRE2","0.101","0.222","0.106","1","hsa-miR-3074-5p","","",""
"MVB12B","0.101","0.222","0.106","1","hsa-miR-3909","","",""
"NSFL1C","0.101","0.222","0.106","1","hsa-miR-146b-5p","","",""
"POPDC2","0.101","0.222","0.106","1","hsa-miR-24-3p","","",""
"RNF219","0.101","0.222","0.106","1","hsa-miR-215-5p","","",""
"RNFT1","0.101","0.222","0.106","1","hsa-miR-215-5p","","",""
"SARAF","0.101","0.222","0.106","1","hsa-miR-215-5p","","",""
"SELPLG","0.101","0.222","0.106","1","hsa-miR-24-3p","","",""
"THSD7A","0.101","0.222","0.106","1","hsa-miR-3074-5p","","",""
"TMEM70","0.101","0.222","0.106","1","hsa-miR-24-3p","","",""
"TOPBP1","0.101","0.222","0.106","1","hsa-miR-215-5p","","",""
"TTR","0.101","0.222","0.106","1","hsa-miR-5010-3p","","",""
"UCK1","0.101","0.222","0.106","1","hsa-miR-215-5p","","",""
"URGCP-MRPS24","0.101","0.222","0.106","1","hsa-miR-3909","","",""
"ZBTB6","0.101","0.222","0.106","1","hsa-miR-215-5p","","",""
"ZMAT2","0.101","0.222","0.106","1","hsa-miR-24-3p","","",""
"ZNF273","0.101","0.222","0.106","1","hsa-miR-215-5p","","",""
"ATF3","0.106","0.225","0.111","1","hsa-miR-24-3p","","",""
"CENPI","0.106","0.225","0.111","1","hsa-miR-215-5p","","",""
"COMMD9","0.106","0.225","0.111","1","hsa-miR-24-3p","","",""
"CYP2U1","0.106","0.225","0.111","1","hsa-miR-3074-5p","","",""
"DCK","0.106","0.225","0.111","1","hsa-miR-3074-5p","","",""
"DENND6B","0.106","0.225","0.111","1","hsa-miR-24-3p","","",""
"DNAJC3","0.106","0.225","0.111","1","hsa-miR-24-3p","","",""
"ESCO1","0.106","0.225","0.111","1","hsa-miR-24-3p","","",""
"FAM126A","0.106","0.225","0.111","1","hsa-miR-215-5p","","",""
"FAM46C","0.106","0.225","0.111","1","hsa-miR-3074-5p","","",""
"FANCM","0.106","0.225","0.111","1","hsa-miR-146a-5p","","",""
"GEM","0.106","0.225","0.111","1","hsa-miR-3074-5p","","",""
"HJURP","0.106","0.225","0.111","1","hsa-miR-215-5p","","",""
"JADE3","0.106","0.225","0.111","1","hsa-miR-24-3p","","",""
"L1CAM","0.106","0.225","0.111","1","hsa-miR-146a-5p","","",""
"LINC00632","0.106","0.225","0.111","1","hsa-miR-24-3p","","",""
"MDH2","0.106","0.225","0.111","1","hsa-miR-425-3p","","",""
"RAB3IP","0.103","0.225","0.277","2","hsa-miR-503-5p","hsa-miR-3074-5p","",""
"RCE1","0.106","0.225","0.111","1","hsa-miR-24-3p","","",""
"RGS16","0.106","0.225","0.111","1","hsa-miR-3909","","",""
"SLC16A6","0.106","0.225","0.111","1","hsa-miR-215-5p","","",""
"SLC35B4","0.106","0.225","0.111","1","hsa-miR-215-5p","","",""
"STAMBPL1","0.106","0.225","0.111","1","hsa-miR-215-5p","","",""
"STIP1","0.106","0.225","0.111","1","hsa-miR-1180-3p","","",""
"TCEA3","0.106","0.225","0.111","1","hsa-miR-24-3p","","",""
"VCPIP1","0.106","0.225","0.111","1","hsa-miR-24-3p","","",""
"ZNF253","0.106","0.225","0.111","1","hsa-miR-3074-5p","","",""
"ZNF430","0.106","0.225","0.111","1","hsa-miR-24-3p","","",""
"BCL2L11","0.106","0.225","0.282","2","hsa-miR-24-3p","hsa-miR-215-5p","",""
"MAZ","0.106","0.225","0.282","2","hsa-miR-1180-3p","hsa-miR-5010-3p","",""
"MYC","0.106","0.225","0.282","2","hsa-miR-24-3p","hsa-miR-4677-3p","",""
"SERBP1","0.106","0.225","0.282","2","hsa-miR-146b-5p","hsa-miR-146a-5p","",""
"TMEM167A","0.106","0.225","0.282","2","hsa-miR-146b-5p","hsa-miR-146a-5p","",""
"GXYLT2","0.108","0.228","0.284","2","hsa-miR-146b-5p","hsa-miR-146a-5p","",""
"PARD6B","0.108","0.228","0.284","2","hsa-miR-146b-5p","hsa-miR-146a-5p","",""
"AK3","0.110","0.228","0.115","1","hsa-miR-24-3p","","",""
"BCOR","0.110","0.228","0.115","1","hsa-miR-215-5p","","",""
"CDK12","0.110","0.228","0.115","1","hsa-miR-503-5p","","",""
"CISD3","0.110","0.228","0.115","1","hsa-miR-3074-5p","","",""
"CYP1A1","0.110","0.228","0.115","1","hsa-miR-4677-3p","","",""
"KIAA0100","0.110","0.228","0.115","1","hsa-miR-24-3p","","",""
"KIT","0.110","0.228","0.115","1","hsa-miR-146b-5p","","",""
"NICN1","0.110","0.228","0.115","1","hsa-miR-24-3p","","",""
"NOP14","0.110","0.228","0.115","1","hsa-miR-24-3p","","",""
"PARP16","0.110","0.228","0.115","1","hsa-miR-215-5p","","",""
"PCNA","0.110","0.228","0.115","1","hsa-miR-24-3p","","",""
"PPY","0.110","0.228","0.115","1","hsa-miR-5010-3p","","",""
"PTPRE","0.110","0.228","0.115","1","hsa-miR-215-5p","","",""
"RAET1E","0.110","0.228","0.115","1","hsa-miR-24-3p","","",""
"SLC25A51","0.110","0.228","0.115","1","hsa-miR-215-5p","","",""
"SMC2","0.110","0.228","0.115","1","hsa-miR-215-5p","","",""
"TACC3","0.110","0.228","0.115","1","hsa-miR-24-3p","","",""
"USP5","0.110","0.228","0.115","1","hsa-miR-1180-3p","","",""
"XPO4","0.110","0.228","0.115","1","hsa-miR-146b-5p","","",""
"ZMYND11","0.110","0.228","0.115","1","hsa-miR-215-5p","","",""
"ZNF443","0.110","0.228","0.115","1","hsa-miR-215-5p","","",""
"SUMO1","0.111","0.230","0.289","2","hsa-miR-4677-3p","hsa-miR-24-3p","",""
"ATMIN","0.114","0.231","0.120","1","hsa-miR-425-3p","","",""
"ATP6V1G1","0.114","0.231","0.120","1","hsa-miR-215-5p","","",""
"CDK17","0.114","0.231","0.120","1","hsa-miR-503-5p","","",""
"CIT","0.114","0.231","0.120","1","hsa-miR-215-5p","","",""
"COX1","0.114","0.231","0.120","1","hsa-miR-146b-5p","","",""
"CRX","0.114","0.231","0.120","1","hsa-miR-24-3p","","",""
"CSNK1G3","0.114","0.231","0.120","1","hsa-miR-5010-3p","","",""
"ERCC6L","0.114","0.231","0.120","1","hsa-miR-215-5p","","",""
"HNRNPD","0.114","0.231","0.120","1","hsa-miR-146b-5p","","",""
"HSD17B12","0.112","0.231","0.291","2","hsa-miR-24-3p","hsa-miR-5010-3p","",""
"LOXL2","0.114","0.231","0.120","1","hsa-miR-4677-3p","","",""
"MAN2A2","0.114","0.231","0.120","1","hsa-miR-215-5p","","",""
"MKL2","0.114","0.231","0.120","1","hsa-miR-215-5p","","",""
"NASP","0.114","0.231","0.120","1","hsa-miR-24-3p","","",""
"NUP54","0.114","0.231","0.120","1","hsa-miR-24-3p","","",""
"PERP","0.114","0.231","0.120","1","hsa-miR-215-5p","","",""
"PITPNB","0.114","0.231","0.120","1","hsa-miR-215-5p","","",""
"RBBP9","0.114","0.231","0.120","1","hsa-miR-24-3p","","",""
"SAMHD1","0.114","0.231","0.120","1","hsa-miR-215-5p","","",""
"SLC16A13","0.114","0.231","0.120","1","hsa-miR-24-3p","","",""
"SLPI","0.114","0.231","0.120","1","hsa-miR-146a-5p","","",""
"SOS1","0.114","0.231","0.120","1","hsa-miR-146a-5p","","",""
"SVIP","0.114","0.231","0.120","1","hsa-miR-24-3p","","",""
"TIFA","0.114","0.231","0.120","1","hsa-miR-215-5p","","",""
"XPO5","0.114","0.231","0.120","1","hsa-miR-425-3p","","",""
"ZNF813","0.114","0.231","0.120","1","hsa-miR-24-3p","","",""
"ARFGEF1","0.118","0.235","0.125","1","hsa-miR-215-5p","","",""
"C5orf30","0.118","0.235","0.125","1","hsa-miR-215-5p","","",""
"CEP19","0.118","0.235","0.125","1","hsa-miR-215-5p","","",""
"FOXE1","0.118","0.235","0.125","1","hsa-miR-3909","","",""
"FPR2","0.118","0.235","0.125","1","hsa-miR-3074-5p","","",""
"GABPB2","0.118","0.235","0.125","1","hsa-miR-425-3p","","",""
"GPI","0.118","0.235","0.125","1","hsa-miR-1180-3p","","",""
"GUCD1","0.118","0.235","0.125","1","hsa-miR-24-3p","","",""
"HBEGF","0.118","0.235","0.125","1","hsa-miR-215-5p","","",""
"HDDC2","0.118","0.235","0.125","1","hsa-miR-24-3p","","",""
"IFIT3","0.118","0.235","0.125","1","hsa-miR-146a-5p","","",""
"KHNYN","0.118","0.235","0.125","1","hsa-miR-24-3p","","",""
"MFSD14C","0.118","0.235","0.125","1","hsa-miR-24-3p","","",""
"PDE6B","0.118","0.235","0.125","1","hsa-miR-24-3p","","",""
"RAB2A","0.118","0.235","0.125","1","hsa-miR-215-5p","","",""
"RAD21","0.118","0.235","0.125","1","hsa-miR-215-5p","","",""
"ROCK1","0.118","0.235","0.125","1","hsa-miR-146a-5p","","",""
"RPL4","0.118","0.235","0.125","1","hsa-miR-1180-3p","","",""
"RPS21","0.118","0.235","0.125","1","hsa-miR-4677-3p","","",""
"SIAH2","0.118","0.235","0.125","1","hsa-miR-503-5p","","",""
"TFIP11","0.118","0.235","0.125","1","hsa-miR-425-3p","","",""
"TRIP13","0.118","0.235","0.125","1","hsa-miR-215-5p","","",""
"TXLNB","0.118","0.235","0.125","1","hsa-miR-3074-5p","","",""
"USP12","0.118","0.235","0.125","1","hsa-miR-215-5p","","",""
"YTHDF3","0.118","0.235","0.125","1","hsa-miR-5010-3p","","",""
"ZFHX4","0.118","0.235","0.125","1","hsa-miR-503-5p","","",""
"KDM6B","0.120","0.238","0.302","2","hsa-miR-146a-5p","hsa-miR-146b-5p","",""
"ARL17B","0.122","0.239","0.129","1","hsa-miR-24-3p","","",""
"C10orf111","0.122","0.239","0.129","1","hsa-miR-4677-3p","","",""
"CHST12","0.122","0.239","0.129","1","hsa-miR-215-5p","","",""
"FAM107A","0.122","0.239","0.129","1","hsa-miR-3173-5p","","",""
"FAM210B","0.122","0.239","0.129","1","hsa-miR-24-3p","","",""
"FSD2","0.122","0.239","0.129","1","hsa-miR-4677-3p","","",""
"JAKMIP2","0.122","0.239","0.129","1","hsa-miR-5010-3p","","",""
"KLHDC8B","0.122","0.239","0.129","1","hsa-miR-4677-3p","","",""
"MMP16","0.122","0.239","0.129","1","hsa-miR-146b-5p","","",""
"MSC","0.122","0.239","0.129","1","hsa-miR-146a-5p","","",""
"NCBP2","0.122","0.239","0.129","1","hsa-miR-24-3p","","",""
"RAB6C","0.122","0.239","0.129","1","hsa-miR-215-5p","","",""
"REV3L","0.122","0.239","0.129","1","hsa-miR-5010-3p","","",""
"SEC24D","0.122","0.239","0.129","1","hsa-miR-215-5p","","",""
"SNX12","0.122","0.239","0.129","1","hsa-miR-24-3p","","",""
"TEX9","0.122","0.239","0.129","1","hsa-miR-5010-3p","","",""
"UBFD1","0.122","0.239","0.129","1","hsa-miR-503-5p","","",""
"UBLCP1","0.122","0.239","0.129","1","hsa-miR-5010-3p","","",""
"YPEL1","0.122","0.239","0.129","1","hsa-miR-24-3p","","",""
"APOLD1","0.126","0.242","0.134","1","hsa-miR-215-5p","","",""
"ASCC1","0.126","0.242","0.134","1","hsa-miR-503-5p","","",""
"ATG10","0.126","0.242","0.134","1","hsa-miR-215-5p","","",""
"BRIP1","0.126","0.242","0.134","1","hsa-miR-215-5p","","",""
"C8A","0.126","0.242","0.134","1","hsa-miR-3074-5p","","",""
"CAMKV","0.126","0.242","0.134","1","hsa-miR-3173-5p","","",""
"CCND3","0.126","0.242","0.134","1","hsa-miR-503-5p","","",""
"CDC37L1","0.126","0.242","0.134","1","hsa-miR-503-5p","","",""
"CSNK1G1","0.126","0.242","0.134","1","hsa-miR-5010-3p","","",""
"DMD","0.126","0.242","0.134","1","hsa-miR-5010-3p","","",""
"E2F3","0.124","0.242","0.309","2","hsa-miR-24-3p","hsa-miR-503-5p","",""
"GNB1L","0.126","0.242","0.134","1","hsa-miR-4677-3p","","",""
"GSG1","0.126","0.242","0.134","1","hsa-miR-503-5p","","",""
"HAS3","0.126","0.242","0.134","1","hsa-miR-215-5p","","",""
"HUS1","0.126","0.242","0.134","1","hsa-miR-24-3p","","",""
"KIAA1456","0.126","0.242","0.312","2","hsa-miR-503-5p","hsa-miR-24-3p","",""
"LARP1","0.124","0.242","0.309","2","hsa-miR-3074-5p","hsa-miR-503-5p","",""
"MIEF2","0.126","0.242","0.134","1","hsa-miR-24-3p","","",""
"MRPL19","0.126","0.242","0.134","1","hsa-miR-3074-5p","","",""
"NAPG","0.126","0.242","0.134","1","hsa-miR-503-5p","","",""
"PTGS1","0.126","0.242","0.134","1","hsa-miR-3173-5p","","",""
"SLC1A4","0.126","0.242","0.134","1","hsa-miR-215-5p","","",""
"TMPO","0.126","0.242","0.134","1","hsa-miR-215-5p","","",""
"VOPP1","0.126","0.242","0.134","1","hsa-miR-503-5p","","",""
"ZBTB8B","0.126","0.242","0.312","2","hsa-miR-215-5p","hsa-miR-24-3p","",""
"ATXN1","0.127","0.244","0.314","2","hsa-miR-5010-3p","hsa-miR-3173-5p","",""
"ACADSB","0.130","0.245","0.139","1","hsa-miR-215-5p","","",""
"CCNY","0.130","0.245","0.139","1","hsa-miR-215-5p","","",""
"CDS2","0.130","0.245","0.139","1","hsa-miR-3909","","",""
"CKAP4","0.130","0.245","0.139","1","hsa-miR-215-5p","","",""
"CLK4","0.130","0.245","0.139","1","hsa-miR-215-5p","","",""
"CTSA","0.130","0.245","0.139","1","hsa-miR-503-5p","","",""
"CYB5R4","0.130","0.245","0.139","1","hsa-miR-3074-5p","","",""
"DUSP1","0.130","0.245","0.139","1","hsa-miR-146a-5p","","",""
"HPS4","0.130","0.245","0.139","1","hsa-miR-1180-3p","","",""
"KLHL8","0.130","0.245","0.139","1","hsa-miR-215-5p","","",""
"LAPTM4B","0.130","0.245","0.139","1","hsa-miR-24-3p","","",""
"MOB1A","0.130","0.245","0.139","1","hsa-miR-24-3p","","",""
"NRG4","0.130","0.245","0.139","1","hsa-miR-215-5p","","",""
"NUCB2","0.130","0.245","0.139","1","hsa-miR-215-5p","","",""
"PLEKHM2","0.130","0.245","0.139","1","hsa-miR-3074-5p","","",""
"PPARGC1A","0.130","0.245","0.139","1","hsa-miR-425-3p","","",""
"PTPRD","0.130","0.245","0.139","1","hsa-miR-503-5p","","",""
"RAB40B","0.130","0.245","0.139","1","hsa-miR-215-5p","","",""
"SHROOM3","0.130","0.245","0.139","1","hsa-miR-24-3p","","",""
"STAM","0.130","0.245","0.139","1","hsa-miR-215-5p","","",""
"VWA1","0.130","0.245","0.139","1","hsa-miR-3909","","",""
"WNT3","0.130","0.245","0.139","1","hsa-miR-215-5p","","",""
"ZEB2","0.130","0.245","0.139","1","hsa-miR-215-5p","","",""
"ZNF519","0.130","0.245","0.139","1","hsa-miR-215-5p","","",""
"NFAT5","0.130","0.245","0.319","2","hsa-miR-24-3p","hsa-miR-146a-5p","",""
"CCPG1","0.134","0.248","0.143","1","hsa-miR-5010-3p","","",""
"CLTC","0.134","0.248","0.143","1","hsa-miR-503-5p","","",""
"COX6C","0.134","0.248","0.143","1","hsa-miR-3173-5p","","",""
"GDPD5","0.134","0.248","0.143","1","hsa-miR-3173-5p","","",""
"GNAT1","0.134","0.248","0.143","1","hsa-miR-503-5p","","",""
"ID2","0.134","0.248","0.143","1","hsa-miR-215-5p","","",""
"KDM5C","0.134","0.248","0.143","1","hsa-miR-425-3p","","",""
"MTHFD1L","0.134","0.248","0.143","1","hsa-miR-24-3p","","",""
"NCAPH","0.134","0.248","0.143","1","hsa-miR-215-5p","","",""
"NXPE3","0.134","0.248","0.143","1","hsa-miR-3173-5p","","",""
"PDE11A","0.134","0.248","0.143","1","hsa-miR-24-3p","","",""
"PPP2R5C","0.134","0.248","0.143","1","hsa-miR-503-5p","","",""
"R3HDM2","0.134","0.248","0.143","1","hsa-miR-24-3p","","",""
"RFWD3","0.134","0.248","0.143","1","hsa-miR-215-5p","","",""
"RTN4","0.134","0.248","0.143","1","hsa-miR-503-5p","","",""
"SLC16A3","0.134","0.248","0.143","1","hsa-miR-3074-5p","","",""
"SLC25A15","0.134","0.248","0.143","1","hsa-miR-24-3p","","",""
"SLC39A1","0.134","0.248","0.143","1","hsa-miR-215-5p","","",""
"WDR82P1","0.134","0.248","0.143","1","hsa-miR-3074-5p","","",""
"ZNF622","0.134","0.248","0.143","1","hsa-miR-503-5p","","",""
"ALOX5AP","0.138","0.252","0.148","1","hsa-miR-24-3p","","",""
"APOBEC3C","0.138","0.252","0.148","1","hsa-miR-24-3p","","",""
"ARHGEF2","0.138","0.252","0.148","1","hsa-miR-3173-5p","","",""
"BRWD3","0.138","0.252","0.148","1","hsa-miR-5010-3p","","",""
"DNPEP","0.138","0.252","0.148","1","hsa-miR-24-3p","","",""
"DSN1","0.138","0.252","0.330","2","hsa-miR-215-5p","hsa-miR-24-3p","",""
"FARSA","0.138","0.252","0.148","1","hsa-miR-503-5p","","",""
"FOXA1","0.138","0.252","0.148","1","hsa-miR-215-5p","","",""
"GLYR1","0.138","0.252","0.148","1","hsa-miR-24-3p","","",""
"ICK","0.138","0.252","0.148","1","hsa-miR-215-5p","","",""
"KCNC3","0.138","0.252","0.148","1","hsa-miR-215-5p","","",""
"LEPROTL1","0.138","0.252","0.148","1","hsa-miR-24-3p","","",""
"LFNG","0.138","0.252","0.148","1","hsa-miR-146a-5p","","",""
"LIN9","0.138","0.252","0.148","1","hsa-miR-215-5p","","",""
"MEN1","0.138","0.252","0.148","1","hsa-miR-24-3p","","",""
"MICA","0.137","0.252","0.328","2","hsa-miR-3074-5p","hsa-miR-425-3p","",""
"PAK6","0.138","0.252","0.148","1","hsa-miR-215-5p","","",""
"SNRPD1","0.137","0.252","0.328","2","hsa-miR-215-5p","hsa-miR-24-3p","",""
"STIM1","0.138","0.252","0.148","1","hsa-miR-1180-3p","","",""
"TLK1","0.138","0.252","0.148","1","hsa-miR-503-5p","","",""
"TRPV1","0.138","0.252","0.148","1","hsa-miR-215-5p","","",""
"ACTR3B","0.142","0.253","0.152","1","hsa-miR-503-5p","","",""
"CARNMT1","0.142","0.253","0.152","1","hsa-miR-5010-3p","","",""
"CCDC59","0.142","0.253","0.152","1","hsa-miR-24-3p","","",""
"CDK16","0.142","0.253","0.152","1","hsa-miR-3173-5p","","",""
"CHD7","0.142","0.253","0.152","1","hsa-miR-215-5p","","",""
"CLEC7A","0.142","0.253","0.152","1","hsa-miR-24-3p","","",""
"DDN","0.142","0.253","0.152","1","hsa-miR-24-3p","","",""
"FAM177A1","0.142","0.253","0.152","1","hsa-miR-24-3p","","",""
"FZD7","0.142","0.253","0.152","1","hsa-miR-215-5p","","",""
"GPSM2","0.142","0.253","0.152","1","hsa-miR-215-5p","","",""
"GSTO2","0.142","0.253","0.152","1","hsa-miR-24-3p","","",""
"KPNA3","0.142","0.253","0.152","1","hsa-miR-503-5p","","",""
"MIPOL1","0.142","0.253","0.152","1","hsa-miR-215-5p","","",""
"MOAP1","0.142","0.253","0.152","1","hsa-miR-215-5p","","",""
"MRGBP","0.142","0.253","0.152","1","hsa-miR-503-5p","","",""
"NEDD4L","0.142","0.253","0.152","1","hsa-miR-24-3p","","",""
"NIPAL1","0.142","0.253","0.152","1","hsa-miR-24-3p","","",""
"PRELID2","0.142","0.253","0.152","1","hsa-miR-5010-3p","","",""
"PTAFR","0.142","0.253","0.152","1","hsa-miR-24-3p","","",""
"RAB8A","0.142","0.253","0.152","1","hsa-miR-3173-5p","","",""
"RASGRP3","0.142","0.253","0.152","1","hsa-miR-24-3p","","",""
"SLC1A1","0.142","0.253","0.152","1","hsa-miR-5010-3p","","",""
"SMYD4","0.142","0.253","0.152","1","hsa-miR-24-3p","","",""
"STEAP3","0.142","0.253","0.152","1","hsa-miR-24-3p","","",""
"TBC1D22B","0.142","0.253","0.152","1","hsa-miR-215-5p","","",""
"TMEM105","0.142","0.253","0.152","1","hsa-miR-24-3p","","",""
"TMEM209","0.142","0.253","0.152","1","hsa-miR-24-3p","","",""
"UBR3","0.142","0.253","0.152","1","hsa-miR-503-5p","","",""
"WDR55","0.142","0.253","0.152","1","hsa-miR-24-3p","","",""
"ABCD2","0.146","0.255","0.157","1","hsa-miR-3074-5p","","",""
"ACAA2","0.146","0.255","0.157","1","hsa-miR-24-3p","","",""
"AP5M1","0.146","0.255","0.157","1","hsa-miR-24-3p","","",""
"CCDC115","0.146","0.255","0.157","1","hsa-miR-3074-5p","","",""
"CD40LG","0.146","0.255","0.157","1","hsa-miR-146a-5p","","",""
"CHML","0.146","0.255","0.157","1","hsa-miR-215-5p","","",""
"GABRB3","0.146","0.255","0.157","1","hsa-miR-24-3p","","",""
"GPR82","0.146","0.255","0.157","1","hsa-miR-24-3p","","",""
"GREB1","0.146","0.255","0.157","1","hsa-miR-24-3p","","",""
"ICAM1","0.146","0.255","0.157","1","hsa-miR-146a-5p","","",""
"KCNJ10","0.146","0.255","0.157","1","hsa-miR-3909","","",""
"KIAA1671","0.146","0.255","0.157","1","hsa-miR-503-5p","","",""
"LRIG1","0.146","0.255","0.157","1","hsa-miR-215-5p","","",""
"MCAM","0.146","0.255","0.157","1","hsa-miR-215-5p","","",""
"NARF","0.146","0.255","0.157","1","hsa-miR-24-3p","","",""
"OXSR1","0.146","0.255","0.157","1","hsa-miR-24-3p","","",""
"PAFAH2","0.146","0.255","0.157","1","hsa-miR-4677-3p","","",""
"PCBP1","0.146","0.255","0.157","1","hsa-miR-1180-3p","","",""
"PLEKHH1","0.146","0.255","0.157","1","hsa-miR-24-3p","","",""
"PLEKHS1","0.146","0.255","0.157","1","hsa-miR-24-3p","","",""
"PMAIP1","0.145","0.255","0.339","2","hsa-miR-146a-5p","hsa-miR-146b-5p","",""
"PRKD3","0.146","0.255","0.157","1","hsa-miR-215-5p","","",""
"RPL23","0.146","0.255","0.157","1","hsa-miR-503-5p","","",""
"SNX19","0.146","0.255","0.157","1","hsa-miR-4677-3p","","",""
"SPAG9","0.146","0.255","0.157","1","hsa-miR-215-5p","","",""
"TRIP11","0.146","0.255","0.157","1","hsa-miR-3909","","",""
"VANGL2","0.146","0.255","0.157","1","hsa-miR-3173-5p","","",""
"ASPH","0.150","0.258","0.162","1","hsa-miR-215-5p","","",""
"ATAD2","0.150","0.258","0.162","1","hsa-miR-215-5p","","",""
"B3GNT2","0.150","0.258","0.162","1","hsa-miR-24-3p","","",""
"BZW1","0.148","0.258","0.344","2","hsa-miR-24-3p","hsa-miR-503-5p","",""
"C6orf120","0.150","0.258","0.162","1","hsa-miR-5010-3p","","",""
"CBX1","0.150","0.258","0.162","1","hsa-miR-5010-3p","","",""
"CCDC69","0.150","0.258","0.162","1","hsa-miR-24-3p","","",""
"CDK14","0.150","0.258","0.162","1","hsa-miR-215-5p","","",""
"CENPA","0.150","0.258","0.162","1","hsa-miR-215-5p","","",""
"CTDSPL","0.150","0.258","0.162","1","hsa-miR-503-5p","","",""
"DST","0.150","0.258","0.162","1","hsa-miR-215-5p","","",""
"HIST3H2BB","0.150","0.258","0.162","1","hsa-miR-24-3p","","",""
"IFITM3","0.150","0.258","0.162","1","hsa-miR-146a-5p","","",""
"KCTD12","0.150","0.258","0.162","1","hsa-miR-215-5p","","",""
"LARS","0.150","0.258","0.162","1","hsa-miR-215-5p","","",""
"MIB1","0.150","0.258","0.162","1","hsa-miR-215-5p","","",""
"NAA20","0.150","0.258","0.162","1","hsa-miR-215-5p","","",""
"PPP1R12A","0.150","0.258","0.162","1","hsa-miR-215-5p","","",""
"RAB43","0.150","0.258","0.162","1","hsa-miR-3909","","",""
"RALGAPB","0.150","0.258","0.162","1","hsa-miR-503-5p","","",""
"SAMD9L","0.150","0.258","0.162","1","hsa-miR-146a-5p","","",""
"SYK","0.150","0.258","0.162","1","hsa-miR-3074-5p","","",""
"TESMIN","0.150","0.258","0.162","1","hsa-miR-24-3p","","",""
"USP9X","0.150","0.258","0.162","1","hsa-miR-1180-3p","","",""
"ZNF285","0.150","0.258","0.162","1","hsa-miR-3173-5p","","",""
"ZNF783","0.150","0.258","0.162","1","hsa-miR-24-3p","","",""
"AMBRA1","0.154","0.260","0.166","1","hsa-miR-24-3p","","",""
"ARHGAP29","0.154","0.260","0.166","1","hsa-miR-215-5p","","",""
"ARHGEF26","0.154","0.260","0.166","1","hsa-miR-215-5p","","",""
"C1QTNF6","0.154","0.260","0.166","1","hsa-miR-24-3p","","",""
"CTDSP1","0.154","0.260","0.166","1","hsa-miR-24-3p","","",""
"DCUN1D5","0.154","0.260","0.166","1","hsa-miR-215-5p","","",""
"GIMAP4","0.154","0.260","0.166","1","hsa-miR-146a-5p","","",""
"KIF18B","0.154","0.260","0.166","1","hsa-miR-24-3p","","",""
"KNL1","0.154","0.260","0.166","1","hsa-miR-215-5p","","",""
"MAK16","0.154","0.260","0.166","1","hsa-miR-24-3p","","",""
"MCU","0.154","0.260","0.166","1","hsa-miR-3909","","",""
"NUBPL","0.154","0.260","0.166","1","hsa-miR-24-3p","","",""
"PIP4P2","0.154","0.260","0.166","1","hsa-miR-3074-5p","","",""
"PNKD","0.154","0.260","0.166","1","hsa-miR-215-5p","","",""
"PRKCA","0.154","0.260","0.166","1","hsa-miR-24-3p","","",""
"PRSS21","0.154","0.260","0.166","1","hsa-miR-503-5p","","",""
"RBM3","0.154","0.260","0.166","1","hsa-miR-24-3p","","",""
"REL","0.154","0.260","0.353","2","hsa-miR-503-5p","hsa-miR-3173-5p","",""
"RNF2","0.154","0.260","0.166","1","hsa-miR-24-3p","","",""
"RPS6KB1","0.154","0.260","0.166","1","hsa-miR-215-5p","","",""
"RS1","0.154","0.260","0.166","1","hsa-miR-503-5p","","",""
"SPNS1","0.154","0.260","0.166","1","hsa-miR-503-5p","","",""
"UGT8","0.154","0.260","0.166","1","hsa-miR-215-5p","","",""
"ZKSCAN3","0.154","0.260","0.166","1","hsa-miR-24-3p","","",""
"ZNF200","0.154","0.260","0.166","1","hsa-miR-215-5p","","",""
"ZSWIM6","0.154","0.260","0.166","1","hsa-miR-1180-3p","","",""
"AP2B1","0.158","0.261","0.171","1","hsa-miR-503-5p","","",""
"ARHGAP11A","0.158","0.261","0.171","1","hsa-miR-215-5p","","",""
"ATP6V1B2","0.158","0.261","0.171","1","hsa-miR-503-5p","","",""
"CAMK4","0.158","0.261","0.171","1","hsa-miR-215-5p","","",""
"CERK","0.158","0.261","0.171","1","hsa-miR-503-5p","","",""
"CNEP1R1","0.158","0.261","0.171","1","hsa-miR-215-5p","","",""
"CPSF6","0.158","0.261","0.171","1","hsa-miR-215-5p","","",""
"EXOC7","0.158","0.261","0.171","1","hsa-miR-3074-5p","","",""
"GANAB","0.158","0.261","0.171","1","hsa-miR-3074-5p","","",""
"GPR180","0.158","0.261","0.171","1","hsa-miR-215-5p","","",""
"LMAN1","0.158","0.261","0.171","1","hsa-miR-215-5p","","",""
"MATR3","0.158","0.261","0.171","1","hsa-miR-24-3p","","",""
"MDC1","0.158","0.261","0.171","1","hsa-miR-215-5p","","",""
