"Gene Symbol","p-value","FDR","Odd ratio","Number of interactions","microRNA 1","microRNA 2","microRNA 3","microRNA 4","microRNA 5"
"FOXD1","0.0169","0.198","0.0169","1","hsa-miR-215-5p","","","",""
"FOXH1","0.0107","0.198","0.0804","2","hsa-miR-3173-5p","hsa-miR-361-3p","","",""
"FUT7","0.00846","0.198","0.00846","1","hsa-miR-1180-3p","","","",""
"GNPAT","0.0169","0.198","0.0169","1","hsa-miR-24-3p","","","",""
"GNRH1","0.0169","0.198","0.0169","1","hsa-miR-215-5p","","","",""
"GPANK1","0.00846","0.198","0.00846","1","hsa-miR-215-5p","","","",""
"GPM6B","0.00764","0.198","0.0677","2","hsa-miR-146b-5p","hsa-miR-146a-5p","","",""
"GRAP2","0.00395","0.198","0.110","3","hsa-miR-146b-5p","hsa-miR-146a-5p","hsa-miR-361-3p","",""
"GRHPR","0.0169","0.198","0.0169","1","hsa-miR-1180-3p","","","",""
"HACD3","0.0169","0.198","0.102","2","hsa-miR-215-5p","hsa-miR-24-3p","","",""
"HBQ1","0.00846","0.198","0.00846","1","hsa-miR-24-3p","","","",""
"HESX1","0.0169","0.198","0.0169","1","hsa-miR-215-5p","","","",""
"HNRNPH2","0.0169","0.198","0.0169","1","hsa-miR-324-5p","","","",""
"HNRNPK","0.0143","0.198","0.0931","2","hsa-miR-503-5p","hsa-miR-6511a-3p","","",""
"HOXB9","0.0169","0.198","0.0169","1","hsa-miR-215-5p","","","",""
"HSPBAP1","0.0169","0.198","0.0169","1","hsa-miR-215-5p","","","",""
"IFNR","0.0169","0.198","0.0169","1","hsa-miR-24-3p","","","",""
"IL18RAP","0.0169","0.198","0.0169","1","hsa-miR-4677-3p","","","",""
"IL6","0.0143","0.198","0.0931","2","hsa-miR-146b-5p","hsa-miR-146a-5p","","",""
"IQCC","0.0169","0.198","0.0169","1","hsa-miR-215-5p","","","",""
"IRF7","0.0169","0.198","0.0169","1","hsa-miR-146a-5p","","","",""
"IRX4","0.0169","0.198","0.0169","1","hsa-miR-215-5p","","","",""
"IS2","0.00846","0.198","0.00846","1","hsa-miR-146a-5p","","","",""
"ISG15","0.0169","0.198","0.0169","1","hsa-miR-146a-5p","","","",""
"KCNE1","0.0169","0.198","0.0169","1","hsa-miR-361-3p","","","",""
"KCNG1","0.00846","0.198","0.00846","1","hsa-miR-324-5p","","","",""
"KHDRBS3","0.0169","0.198","0.0169","1","hsa-miR-215-5p","","","",""
"KIF18A","0.0169","0.198","0.0169","1","hsa-miR-215-5p","","","",""
"KLC4","0.0169","0.198","0.0169","1","hsa-miR-1180-3p","","","",""
"LARS2","0.0169","0.198","0.0169","1","hsa-miR-324-5p","","","",""
"LDHB","0.00504","0.198","0.0550","2","hsa-miR-324-5p","hsa-miR-24-3p","","",""
"LIMS1","0.0164","0.198","0.183","3","hsa-miR-215-5p","hsa-miR-24-3p","hsa-miR-6741-3p","",""
"LINC00304","0.00846","0.198","0.00846","1","hsa-miR-146a-5p","","","",""
"LRP2","0.0169","0.198","0.0169","1","hsa-miR-146a-5p","","","",""
"LRRCC1","0.0169","0.198","0.0169","1","hsa-miR-215-5p","","","",""
"LRRTM2","0.0119","0.198","0.0846","2","hsa-miR-3074-5p","hsa-miR-24-3p","","",""
"MCM10","0.0130","0.198","0.0889","2","hsa-miR-215-5p","hsa-miR-24-3p","","",""
"MCM9","0.00798","0.198","0.141","3","hsa-miR-215-5p","hsa-miR-6750-3p","hsa-miR-24-3p","",""
"MDM4","0.00814","0.198","0.262","5","hsa-miR-191-5p","hsa-miR-215-5p","hsa-miR-3184-5p","hsa-miR-24-3p","hsa-miR-1180-3p"
"MDN1","0.00964","0.198","0.0762","2","hsa-miR-146b-5p","hsa-miR-146a-5p","","",""
"METAP2","0.0130","0.198","0.0889","2","hsa-miR-24-3p","hsa-miR-324-5p","","",""
"MID2","0.0169","0.198","0.0169","1","hsa-miR-324-5p","","","",""
"MPST","0.0169","0.198","0.0169","1","hsa-miR-191-5p","","","",""
"MRPL14","0.00846","0.198","0.00846","1","hsa-miR-324-5p","","","",""
"MRPL27","0.00846","0.198","0.00846","1","hsa-miR-24-3p","","","",""
"MRPS22","0.00846","0.198","0.00846","1","hsa-miR-24-3p","","","",""
"MT1E","0.0130","0.198","0.0889","2","hsa-miR-503-5p","hsa-miR-24-3p","","",""
"MT1M","0.0169","0.198","0.0169","1","hsa-miR-24-3p","","","",""
"MTERF3","0.0169","0.198","0.0169","1","hsa-miR-215-5p","","","",""
"MYB","0.0169","0.198","0.102","2","hsa-miR-215-5p","hsa-miR-503-5p","","",""
"MZT2A","0.00846","0.198","0.00846","1","hsa-miR-324-5p","","","",""
"NAE1","0.0169","0.198","0.0169","1","hsa-miR-24-3p","","","",""
"NANS","0.00846","0.198","0.00846","1","hsa-miR-324-5p","","","",""
"NCEH1","0.00938","0.198","0.150","3","hsa-miR-215-5p","hsa-miR-2110","hsa-miR-3184-5p","",""
"NEIL3","0.0169","0.198","0.0169","1","hsa-miR-215-5p","","","",""
"NELFB","0.0169","0.198","0.0169","1","hsa-miR-324-5p","","","",""
"NFKB1","0.00862","0.198","0.0720","2","hsa-miR-146a-5p","hsa-miR-146b-5p","","",""
"NME3","0.00846","0.198","0.00846","1","hsa-miR-324-5p","","","",""
"NMU","0.0169","0.198","0.0169","1","hsa-miR-215-5p","","","",""
"NOP56","0.0169","0.198","0.0169","1","hsa-miR-24-3p","","","",""
"NOTUM","0.00846","0.198","0.00846","1","hsa-miR-24-3p","","","",""
"NOXO1","0.0169","0.198","0.0169","1","hsa-miR-215-5p","","","",""
"NPLOC4","0.00767","0.198","0.203","4","hsa-miR-191-5p","hsa-miR-2110","hsa-miR-503-5p","hsa-miR-6741-3p",""
"NSL1","0.00862","0.198","0.0720","2","hsa-miR-146a-5p","hsa-miR-146b-5p","","",""
"NT5M","0.0169","0.198","0.0169","1","hsa-miR-215-5p","","","",""
"NUFIP1","0.0169","0.198","0.0169","1","hsa-miR-215-5p","","","",""
"OR8U1","0.00846","0.198","0.00846","1","hsa-miR-146b-5p","","","",""
"OSTC","0.0169","0.198","0.0169","1","hsa-miR-324-5p","","","",""
"PACS2","0.00890","0.198","0.147","3","hsa-miR-24-3p","hsa-miR-146b-5p","hsa-miR-146a-5p","",""
"PAK4","0.0120","0.198","0.164","3","hsa-miR-24-3p","hsa-miR-324-5p","hsa-miR-361-3p","",""
"PASK","0.0169","0.198","0.0169","1","hsa-miR-215-5p","","","",""
"PCK2","0.0169","0.198","0.0169","1","hsa-miR-24-3p","","","",""
"PCYT1B","0.0169","0.198","0.0169","1","hsa-miR-6741-3p","","","",""
"PHOSPHO2","0.00846","0.198","0.00846","1","hsa-miR-24-3p","","","",""
"PI4K2B","0.0109","0.198","0.158","3","hsa-miR-503-5p","hsa-miR-6741-3p","hsa-miR-24-3p","",""
"PIF1","0.0169","0.198","0.0169","1","hsa-miR-215-5p","","","",""
"PLK4","0.0169","0.198","0.0169","1","hsa-miR-215-5p","","","",""
"PMS2","0.0169","0.198","0.0169","1","hsa-miR-324-5p","","","",""
"POU3F1","0.00395","0.198","0.110","3","hsa-miR-3909","hsa-miR-146b-5p","hsa-miR-146a-5p","",""
"PPM1F","0.0138","0.198","0.172","3","hsa-miR-24-3p","hsa-miR-324-5p","hsa-miR-3173-5p","",""
"PPP1R26","0.00672","0.198","0.0635","2","hsa-miR-215-5p","hsa-miR-4677-3p","","",""
"PPP2R3B","0.0169","0.198","0.0169","1","hsa-miR-215-5p","","","",""
"PRPF6","0.00429","0.198","0.0508","2","hsa-miR-24-3p","hsa-miR-6750-3p","","",""
"PSMA4","0.0169","0.198","0.0169","1","hsa-miR-324-5p","","","",""
"PSMD1","0.0143","0.198","0.0931","2","hsa-miR-24-3p","hsa-miR-1180-3p","","",""
"PSTPIP2","0.0169","0.198","0.0169","1","hsa-miR-24-3p","","","",""
"PUM3","0.0169","0.198","0.0169","1","hsa-miR-24-3p","","","",""
"RACGAP1P","0.00846","0.198","0.00846","1","hsa-miR-215-5p","","","",""
"RACK1","0.0107","0.198","0.0804","2","hsa-miR-1180-3p","hsa-miR-324-5p","","",""
"RAP1GAP","0.0169","0.198","0.0169","1","hsa-miR-215-5p","","","",""
"RBP7","0.0169","0.198","0.0169","1","hsa-miR-215-5p","","","",""
"RDM1","0.0169","0.198","0.0169","1","hsa-miR-215-5p","","","",""
"REXO5","0.0169","0.198","0.0169","1","hsa-miR-215-5p","","","",""
"RGS13","0.0169","0.198","0.0169","1","hsa-miR-146a-5p","","","",""
"RHO","0.0169","0.198","0.0169","1","hsa-miR-146a-5p","","","",""
"RHOBTB3","0.0151","0.198","0.178","3","hsa-miR-215-5p","hsa-miR-146b-5p","hsa-miR-146a-5p","",""
"RHOC","0.0164","0.198","0.183","3","hsa-miR-3074-5p","hsa-miR-4677-3p","hsa-miR-2110","",""
"RSAD2","0.0169","0.198","0.0169","1","hsa-miR-146a-5p","","","",""
"SAYSD1","0.0169","0.198","0.0169","1","hsa-miR-215-5p","","","",""
"SCML1","0.00846","0.198","0.00846","1","hsa-miR-24-3p","","","",""
"SCRN3","0.0169","0.198","0.0169","1","hsa-miR-215-5p","","","",""
"SEC61B","0.0169","0.198","0.0169","1","hsa-miR-324-5p","","","",""
"SEPT8","0.00488","0.198","0.119","3","hsa-miR-324-5p","hsa-miR-3184-5p","hsa-miR-4677-3p","",""
"SERPINA3","0.0143","0.198","0.0931","2","hsa-miR-3909","hsa-miR-26b-3p","","",""
"SERTAD2","0.0132","0.198","0.169","3","hsa-miR-324-5p","hsa-miR-146b-5p","hsa-miR-146a-5p","",""
"SLC16A2","0.0169","0.198","0.0169","1","hsa-miR-191-5p","","","",""
"SLC25A42","0.00504","0.198","0.0550","2","hsa-miR-6511a-3p","hsa-miR-6750-3p","","",""
"SLIT3","0.0119","0.198","0.0846","2","hsa-miR-24-3p","hsa-miR-3074-5p","","",""
"SLU7","0.0107","0.198","0.0804","2","hsa-miR-451b","hsa-miR-24-3p","","",""
"SNTG2","0.00846","0.198","0.00846","1","hsa-miR-146a-5p","","","",""
"ST6GAL2","0.0169","0.198","0.102","2","hsa-miR-146b-5p","hsa-miR-146a-5p","","",""
"STIL","0.00764","0.198","0.0677","2","hsa-miR-215-5p","hsa-miR-24-3p","","",""
"SULT2A1","0.0169","0.198","0.0169","1","hsa-miR-24-3p","","","",""
"SUMO3","0.00846","0.198","0.00846","1","hsa-miR-24-3p","","","",""
"SYNGR2","0.0104","0.198","0.155","3","hsa-miR-324-5p","hsa-miR-3184-5p","hsa-miR-361-3p","",""
"SYNRG","0.00754","0.198","0.138","3","hsa-miR-1180-3p","hsa-miR-6741-3p","hsa-miR-24-3p","",""
"SYT12","0.0169","0.198","0.0169","1","hsa-miR-146a-5p","","","",""
"TAF1B","0.0130","0.198","0.0889","2","hsa-miR-24-3p","hsa-miR-6741-3p","","",""
"TAF3","0.0169","0.198","0.0169","1","hsa-miR-1180-3p","","","",""
"TGFB1","0.0155","0.198","0.0973","2","hsa-miR-24-3p","hsa-miR-146a-5p","","",""
"TLR4","0.0169","0.198","0.102","2","hsa-miR-146a-5p","hsa-miR-146b-5p","","",""
"TMEM106A","0.0169","0.198","0.0169","1","hsa-miR-215-5p","","","",""
"TMEM129","0.00846","0.198","0.00846","1","hsa-miR-324-5p","","","",""
"TMEM200A","0.0169","0.198","0.0169","1","hsa-miR-215-5p","","","",""
"TMEM200B","0.00846","0.198","0.00846","1","hsa-miR-215-5p","","","",""
